measure_name,state_name,subpopulation,value,source
Diabetes,Georgia,Female,12,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,Minnesota,Female,13,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,Virginia,Female,13,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,South Carolina,Female,13,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,Arizona,Female,13,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,Florida,Female,13,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,Idaho,Female,13,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,Arkansas,Female,13,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,Maryland,Female,13,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,Ohio,Female,13,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,Kentucky,Female,13,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,Kansas,Female,13,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,California,Female,13,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,South Carolina,Female,13,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,Illinois,Female,13,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,Tennessee,Female,13,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,Rhode Island,Female,13,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,Virginia,Female,13,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,Idaho,Female,14,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,Georgia,Female,14,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,West Virginia,Female,14,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,Louisiana,Female,14,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,Wisconsin,Female,14,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,New Mexico,Female,14,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,Pennsylvania,Female,14,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,Wyoming,Female,14,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,New Hampshire,Female,14,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,Nevada,Female,14,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,Hawaii,Female,14,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,Alabama,Female,14,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,Florida,Female,14,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,Texas,Female,14,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,United States,Female,14,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,Washington,Female,14,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,United States,Female,14,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,Nebraska,Female,14,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,Vermont,Female,14,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,Delaware,Female,15,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,New Hampshire,Female,15,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,Alaska,Female,15,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,Iowa,Female,15,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,New York,Female,15,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,Louisiana,Female,15,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,Michigan,Female,15,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,Connecticut,Female,15,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,Oregon,Female,15,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,Illinois,Female,15,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Hawaii,Female,15,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,Mississippi,Female,15,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,Missouri,Female,15,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,Nevada,Female,15,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,Maine,Female,15,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,Maine,Female,16,"CDC, Behavioral Risk Factor Surveillance System"
Depression,New Jersey,Female,16,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,Delaware,Female,16,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,West Virginia,Female,16,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,South Carolina,Female,16,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,Vermont,Female,16,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,South Dakota,Female,16,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,Montana,Female,16,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,North Carolina,Female,16,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,Rhode Island,Female,16,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,Oregon,Female,16,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,Nebraska,Female,16,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,Colorado,Female,16,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,Kansas,Female,16,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,Minnesota,Female,17,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,Michigan,Female,17,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,Montana,Female,17,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,Iowa,Female,17,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,North Dakota,Female,17,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,South Dakota,Female,17,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,Pennsylvania,Female,17,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,Alaska,Female,17,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,North Dakota,Female,17,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,Wyoming,Female,18,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,Oklahoma,Female,18,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,Alabama,Female,18,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Washington,Female,19,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,Massachusetts,Female,19,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,Missouri,Female,19,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,Indiana,Female,19,"CDC, Behavioral Risk Factor Surveillance System"
Depression,New York,Female,19,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,Wisconsin,Female,19,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Colorado,Female,19,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,Mississippi,Female,19,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Maryland,Female,20,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Connecticut,Female,20,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,Tennessee,Female,20,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Utah,Female,20,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Vermont,Female,20,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,Louisiana,Female,20,"CDC, Behavioral Risk Factor Surveillance System"
Depression,District of Columbia,Female,20,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,Ohio,Female,20,"CDC, Behavioral Risk Factor Surveillance System"
Depression,California,Female,20,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Colorado,Female,21,"CDC, Behavioral Risk Factor Surveillance System"
Depression,South Dakota,Female,21,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Georgia,Female,21,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Alaska,Female,21,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,Arkansas,Female,21,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Nevada,Female,21,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Florida,Female,21,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Texas,Female,22,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Oregon,Female,22,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Arizona,Female,22,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Illinois,Female,22,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Virginia,Female,22,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Minnesota,Female,22,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Massachusetts,Female,23,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Iowa,Female,23,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,California,Female,23,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Montana,Female,23,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Wyoming,Female,23,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Delaware,Female,23,"CDC, Behavioral Risk Factor Surveillance System"
Depression,New Mexico,Female,23,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,District of Columbia,Female,23,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Idaho,Female,23,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,New Hampshire,Female,24,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Iowa,Female,24,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Alaska,Female,24,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Nebraska,Female,24,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,Kentucky,Female,24,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Wisconsin,Female,24,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Minnesota,Female,24,"CDC, Behavioral Risk Factor Surveillance System"
Depression,United States,Female,24,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Connecticut,Female,25,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,South Dakota,Female,25,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,West Virginia,Female,25,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Maine,Female,25,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,District of Columbia,Female,25,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Wisconsin,Female,25,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Wyoming,Female,25,"CDC, Behavioral Risk Factor Surveillance System"
Depression,South Carolina,Female,25,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Ohio,Female,26,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Pennsylvania,Female,26,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Nebraska,Female,26,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Maryland,Female,26,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Illinois,Female,26,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Kansas,Female,26,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,New Mexico,Female,26,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Massachusetts,Female,26,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,North Dakota,Female,26,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Pennsylvania,Female,26,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Arizona,Female,26,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Rhode Island,Female,26,"CDC, Behavioral Risk Factor Surveillance System"
Depression,North Carolina,Female,26,"CDC, Behavioral Risk Factor Surveillance System"
Depression,North Dakota,Female,26,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Virginia,Female,26,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Hawaii,Female,26,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,North Carolina,Female,27,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Idaho,Female,27,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Indiana,Female,27,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Nevada,Female,27,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Michigan,Female,27,"CDC, Behavioral Risk Factor Surveillance System"
Depression,New Hampshire,Female,27,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Kansas,Female,27,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Mississippi,Female,27,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Vermont,Female,28,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Louisiana,Female,28,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Michigan,Female,28,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,United States,Female,28,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,New York,Female,28,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Montana,Female,29,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Florida,Female,29,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Missouri,Female,29,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Alabama,Female,29,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Rhode Island,Female,29,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Oklahoma,Female,29,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,South Carolina,Female,30,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Utah,Female,30,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Missouri,Female,30,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Ohio,Female,30,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Washington,Female,30,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Maine,Female,30,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Tennessee,Female,31,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Indiana,Female,31,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Oregon,Female,31,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Arkansas,Female,31,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Georgia,Female,31,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Delaware,Female,31,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Kentucky,Female,31,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,New Jersey,Female,31,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Texas,Female,31,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,West Virginia,Female,32,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Arkansas,Female,34,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Louisiana,Female,34,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Kentucky,Female,36,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Mississippi,Female,38,"CDC, Behavioral Risk Factor Surveillance System"
Per Capita Income,Ohio,Female,24580,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Wyoming,Female,23588,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Arkansas,Female,20684,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Texas,Female,22796,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Virginia,Female,30188,"U.S. Census Bureau, American Community Survey PUMS"
Depression,West Virginia,Female,33,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Oklahoma,Female,33,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Tennessee,Female,33,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Alabama,Female,35,"CDC, Behavioral Risk Factor Surveillance System"
Per Capita Income,Wisconsin,Female,26240,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,New Hampshire,Female,30352,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Indiana,Female,22212,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Connecticut,Female,33505,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Delaware,Female,28709,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,District of Columbia,Female,49242,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,South Carolina,Female,22641,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Nebraska,Female,24781,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Arizona,Female,23829,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Idaho,Female,19741,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,North Carolina,Female,23909,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Alabama,Female,20901,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,New Jersey,Female,32225,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Kentucky,Female,22053,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Michigan,Female,24209,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,West Virginia,Female,20177,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,New Mexico,Female,21265,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Maryland,Female,34354,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Vermont,Female,29505,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Maine,Female,26489,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Illinois,Female,27565,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Pennsylvania,Female,26553,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Oregon,Female,26589,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Montana,Female,23698,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Rhode Island,Female,28838,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Hawaii,Female,29150,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,New York,Female,31282,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,United States,Female,26186,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Missouri,Female,24286,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,California,Female,28442,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Minnesota,Female,29598,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,South Dakota,Female,23458,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Massachusetts,Female,34325,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Washington,Female,28811,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Kansas,Female,23703,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Louisiana,Female,20723,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Iowa,Female,24819,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Tennessee,Female,22919,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Georgia,Female,24043,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Colorado,Female,29175,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,North Dakota,Female,26267,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Oklahoma,Female,21155,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Alaska,Female,28367,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Mississippi,Female,19191,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Utah,Female,19235,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Florida,Female,24439,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Nevada,Female,24463,"U.S. Census Bureau, American Community Survey PUMS"
Cardiovascular Diseases,New Hampshire,Hispanic,,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,South Dakota,Hispanic,,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,New Hampshire,Hispanic,,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,West Virginia,Hispanic,,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,Vermont,Hispanic,,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,North Dakota,Hispanic,,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,District of Columbia,Hispanic,,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,North Dakota,Hispanic,,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,Alaska,Hispanic,,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,West Virginia,Hispanic,,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Kentucky,Hispanic,,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Alaska,Hispanic,,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,South Dakota,Hispanic,,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Alabama,Hispanic,,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Tennessee,Hispanic,,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,Alabama,Hispanic,,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Arkansas,Hispanic,,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,Vermont,Hispanic,,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,Mississippi,Hispanic,,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,West Virginia,Hispanic,,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Mississippi,Hispanic,,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Vermont,Hispanic,,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,Tennessee,Hispanic,,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,District of Columbia,Hispanic,2,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Nebraska,Hispanic,2,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,North Carolina,Hispanic,2,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Virginia,Hispanic,2,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Georgia,Hispanic,2,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Delaware,Hispanic,2,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Maryland,Hispanic,2,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Minnesota,Hispanic,2,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,South Carolina,Hispanic,2,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Rhode Island,Hispanic,2,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Connecticut,Hispanic,3,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,Delaware,Hispanic,3,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Oklahoma,Hispanic,3,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Illinois,Hispanic,3,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Oregon,Hispanic,3,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Utah,Hispanic,3,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,California,Hispanic,3,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Indiana,Hispanic,3,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Texas,Hispanic,3,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Washington,Hispanic,3,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Iowa,Hispanic,3,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,North Carolina,Hispanic,3,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Nevada,Hispanic,3,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Montana,Hispanic,3,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,Iowa,Hispanic,4,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Idaho,Hispanic,4,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,Virginia,Hispanic,4,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Hawaii,Hispanic,4,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,Georgia,Hispanic,4,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Wyoming,Hispanic,4,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Kansas,Hispanic,4,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,United States,Hispanic,4,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,Wisconsin,Hispanic,4,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,New York,Hispanic,4,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,Nebraska,Hispanic,4,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Arizona,Hispanic,4,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,South Carolina,Hispanic,4,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Michigan,Hispanic,4,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Colorado,Hispanic,4,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,Utah,Hispanic,4,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,District of Columbia,Hispanic,4,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,Minnesota,Hispanic,4,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,Washington,Hispanic,4,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,New Jersey,Hispanic,4,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Wisconsin,Hispanic,4,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,New Mexico,Hispanic,5,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Louisiana,Hispanic,5,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,Kentucky,Hispanic,5,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Missouri,Hispanic,5,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,South Carolina,Hispanic,5,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,Arizona,Hispanic,5,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,Colorado,Hispanic,5,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,Tennessee,Hispanic,5,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,Rhode Island,Hispanic,5,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Maine,Hispanic,5,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,Connecticut,Hispanic,5,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,Maryland,Hispanic,5,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,North Dakota,Hispanic,5,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Ohio,Hispanic,5,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,Wyoming,Hispanic,5,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,Kansas,Hispanic,5,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,Indiana,Hispanic,5,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Florida,Hispanic,5,"CDC, Behavioral Risk Factor Surveillance System"
